REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ
45333;MIA CONTEUDO E PRODUÇÕES LTDA;35587888000195
45360;FEVER FILMES PRODUÇÕES LTDA;36540172000103
45367;E M PRODUCOES EIRELI;09585604000111
45368;STUDIO 7 PRODUTORA & EVENTOS EIRELI;35207145000142
45369;PASSARO E COELHO PRODUCOES ARTISTICAS EIRELI;35259432000104
45371;ANA LIGIA CORADI;11030494000173
45372;LIMÃO CAPETA FILMES;28514646000106
45373;HPRESS COMUNICAÇÃO LTDA - EPP;25178587000154
45375;BETINA PONS PRODUÇÕES ARTÍSTICAS;16493513000111
45379;AARTÉRIA PRODUÇÕES LTDA;15710693000183
45382;RENATA KELLY SILVA ORRICO;28951075000177
45383;AMÊNDOA FILMES, CONSULTORIA E PRODUÇÕES LTDA M.E;15185057000180
45388;ODDY DESIGN SERVIÇOS DE PUBLICIDADE LTDA;27408346000180
45395;JUNGLE WIRE PRODUCTION SERVICES EIRELI;27975496000175
45397;RUFUS COMUNICAÇÃO VISUAL LTDA ME;22399480000148
45399;LOBO GUARA PRODUCOES CULTURAIS EIRELI;31620088000178
45401;LM PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;09091758000157
45402;ANA CAROLINA PEREIRA GOMES;24616317000115
4541;PARABOLA PRODUÇÕES LTDA - ME;05110443000159
45422;55 STUDIOS E PRODUCOES EIRELI;35524311000134
45423;MANUFATURA PRODUCAO AUDIOVISUAL LTDA;22020161000180
45427;RICARDO MASTROROCCO DA SILVA - PRODUÇÕES;19366511000150
45428;DIALETO POLODOC PRODUÇÕES SÓCIO-CULTURAIS LTDA;24009909000179
45440;ENTRE PONTOS FILMES E PRODUÇÕES ARTÍSTICAS LTDA;34523397000118
45447;LX MARKETING BRASIL LTDA;23501027000163
45448;NICOLE GROSMAN FISCHER;20247057000105
45458;HYPEMOV SERVIÇO DE LICENCIAMENTO DE IMAGENS E VIDEOS LTDA;33591071000165
45459;ALL MARKETING E NEGOCIOS LTDA;36434113000142
45460;ANDREA ANILDA HOFFMANN DA ROCHA & CIA LTDA;07029211000104
45461;CEGO FILMES EIRELI;36606136000197
45462;ESTUDIO CAJU FOTOGRAFIAS LTDA;08248003000150
45466;RENATA RICO AUGUSTO RIBEIRO PRODUÇÕES;33267044000131
45467;OSEANE PAULO ODORICO OLIVEIRA;18044900000104
45471;M2 COMUNICAÇÃO E EVENTOS - EIRELI;14491779000108
45472;NON STOP PRODUÇÕES LTDA-ME;23497344000153
45473;CLAUDIO CINELLI GOMES DE ALMEIDA;11084848000162
45474;A3 REGISTROS FOTOGRAFICOS LTDA;17797420000143
45483;CAFEINA PRODUCOES ARTISTICAS E AUDIOVISUAIS LTDA;36845016000142
45484;A S BRAZ PRODUCAO DE FILMES CINEMATOGRAFICOS;10465962000170
45492;PANCS PRODUÇÕES AUDIOVISUAIS LTDA.;36297556000139
455;UM MINUTO PRODUÇÕES CULTURAIS EIRELI;66708900000104
45512;MARCELLO FERREIRA DE ANDRADE - ME;24658611000190
45514;NADA CONSTA PRODUÇÕES ARTÍSTICAS LTDA.;33077731000194
45515;MTLK ENTRETENIMENTO LTDA;32913617000194
45519;CARPE SERVICOS AUDIOVISUAIS E EVENTOS LTDA;35505698000181
45522;FLUX BRASIL PRODUÇÕES VISUAIS LTDA;10668103000188
45523;FILMAKI PRODUCAO E ENTRETENIMENTO ARTISTICO LTDA;36657117000190
45525;ENGECON COMUNICAÇÃO EIRELI;22425744000190
45526;VOLTA E MEIA PRODUTORA ARTÍSTICA E AUDIOVISUAL LTDA;25305330000116
45531;CRIACORE TECNOLOGIA DA INFORMAÇÃO LTDA;36658867000186
45533;BRANCA MACIEL MONTEIRO BASTOS 06546098962;27689210000195
45537;AF LANZONI AUDIOVISUAL;31893005000114
45538;AGENCIA WIV LTDA;14332234000140
45545;MARIA FERNANDA F MIGUEL PRODUÇÕES;22145394000109
45557;DRONEBRASILIA IMAGENS AEREAS LTDA - ME;23196239000184
4556;URSO FILMES EIRELI;07467108000138
45562;TODO FILMES COMUNICAÇÃO EIRELI;33918122000110
45567;GUSTAVO RUYBAL MONTEIRO;36529982000150
45569;GR PORTES MACHADO AUDIOVISUAL;16726605000102
4557;BIRDO FILMES EM ANIMAÇÃO LTDA.;07503073000145
45580;LUANA RACHEL ALVES CORREIA LTDA;36072663000169
45582;A COZINHA POP - COMÉRCIO DE UTENSÍLIOS LTDA;30168444000100
45583;VITOR AUGUSTO ALMEIDA XAVIER SANTOS;32139972000158
45593;LAST POTATO FILMES LTDA;36623867000140
45594;FOREVER FILMES AUDIOVISUAL;25011252000147
45595;ESTÚDIO R EDITORAÇÃO ELETRÔNICA DE TEXTOS LTDA;06240041000131
45598;CAROLINE CAVALCANTI MARGONI PRODUÇÕES;09330357000102
4560;MARCIANO & MARCIANO RIO PRETO LTDA;01617020000179
45604;SA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA;33356343000142
45605;JULIA VIDAL PRODUTORA;32560667000135
45606;JAGUATIRICA FILMES LTDA;35377207000164
45614;LATINA DOC FILMES LTDA;36923355000108
45625;AD ASTRA FILMES LTDA;36614408000109
45628;BEBE LUME PRODUÇÕES AUDIOVISUAIS LTDA;34916482000146
45634;FESTI PRODUÇÕES EIRELI;30710004000124
45639;J C DIAS FILMES;19812710000144
4564;PIX IMAGE SERVIÇOS AUDIO VISUAL LTDA-ME;07504405000106
45644;RENATA DI CARMO PRODUCOES ARTISTICAS LTDA;35493096000151
45646;TECH AND SOUL PRODUCOES PUBLICITARIAS EIRELI;32657275000199
45649;RICARDO MARTINS PRODUÇÕES;09479235000182
45651;CUBO COMUNICAÇÃO LTDA;05634909000115
45653;ATRIO PRODUCOES ARTISTICAS LTDA;09440247000101
45654;ALHAMA SERVICOS ADMINISTRATIVOS LTDA - ME;13238664000135
45656;LEANDRO MOSCARITOLO SCORSAFAVA - ME;12832828000195
45657;DENIS ANDRADE DESIGNER;36717326000181
4566;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;07477471000134
45661;J.L.EVANGELISTA;33476150000125
45662;GUAICURUS VIDEO E PRODUCOES FOTOGRAFICOS EIRELI;35776827000176
45666;JSG LOCAÇÕES DE EQUIPAMENTOS LTDA;07146717000195
45667;RENATO DE CARVALHO PIMENTEL PRODUÇÕES;34729226000140
45668;NÚCLEOS CRIATIVOS AUDIOVISUAIS EIRELI;09406030000177
45669;PARAISO FILMES - EIRELI;32267625000100
45670;GISELE SCHUNCK GUEDES;34897416000176
45671;H & W PRODUÇÕES LTDA;34758389000150
45672;F2 MARKETING LTDA;18420948000161
45673;PATRICIA P LIMA;14991162000143
45678;PEIXA PRODUÇÕES ARTÍSTICAS LTDA;16709158000175
45679;REDE CNTV DE RÁDIO E TELEVISÃO LTDA;34087383000107
45681;REGIONAL PRODUÇÕES LTDA;36411719000162
45682;ANDREA KEIKO KATAOKA - PRODUÇÃO DE FOTOGRAFIAS;34615586000110
45683;LAYS ANTUNES GIRAO;34953477000103
45685;ASSOCIAÇÃO CULTURAL O IMAGINÁRIO;07180260000135
45698;PONTÃO FILMES PRODUÇÕES CINEMATOGRÁFICAS EIRELI;33829076000183
45699;ROSA CANINA FILMES EIRELI;32755827000100
45700;BUMERANGUE PRODUCAO DE FILMES PARA PUBLICIDADE EIRELI;35213577000166
45703;ELIZABETH GANYMEDES COSTA - ME;10556985000190
45704;URUCUM PRODUCOES ARTISTCAS E CULTURAIS LTDA;34242937000195
45705;TÉRREO ESTÚDIOCRIAÇÃO E PRODUÇÃO AUDIOVISUAL LTDA - ME;27060180000153
45706;LIVIA DE FATIMA ARAUJO BORGES;30777730000164
45710;MMA PRODUÇÃO DE VIDEO E DE TV EIRELI;31274615000130
45712;RODRIGO FURLAN DE TOLEDO ME;25057182000168
45713;STORM LAB PRESTACOES DE SERVICOS PRODUCOES AUDIOVISUAIS EIRELI;17026219000162
45716;BNP AGÊNCIA DE PUBLICIDADE LTDA;31711474000175
45721;NATASHA FERLA DA COSTA;20925222000122
45726;MARCOS SERGIO BECHTOLD PRODUTORA;18680267000132
45729;TRÊS PRODUZ FILMES E PRODUÇÃO CULTURAL LTDA;20920507000170
45730;TANTAS PRODUÇÕES ARTÍSTICAS LTDA.;31033465000172
45733;A PLAYERS PRODUÇOES LTDA;31663860000139
45735;BRUNO GULARTE BARRETO;22932833000123
45736;DRIKA CONSULTORIA EM MARKETING, CONTEUDO E EVENTOS EIRELI;35827762000140
45737;ONZE PRODUCOES E VIDEO LTDA;25234806000175
45738;S.POMMER PRODUÇÃO DE PROGRAMAS ME;24952407000187
45739;FAIT FILMES EIRELI;31352555000126
45742;NATALIA TAVARES DE MOURA;20986947000120
45747;M N DE OLIVEIRA GALVAO JUNIOR;31774609000141
45749;AILAIQUETI PRODUCAO DE FILMES LTDA.;36265898000177
45757;RTRG2019 PRODUCOES ARTISTICAS LTDA;33825727000167
45758;MARCUS VINICIUS DE MATOS SA E SERVICOS DE FILMAGEM LTDA;35972433000193
45760;SOLANGE AMADO PRODUÇÕES LTDA.;36996166000157
45761;THAMIRES SANTOS VIEIRA;21519824000142
45768;VOICE CASTING UNIDUB - EIRELI;26186410000162
45769;FRONTERA FILMES LTDA - ME;20625881000143
4577;UH TERERÊ DIVERSÃO E ARTE LTDA.;03760075000169
45770;SABRA PRODUÇÕES CULTURAIS LTDA;17582141000162
45774;TAKE 87 PRODUCOES - EIRELI;36686856000100
45776;MESQUITA PRODUÇÕES LTDA;37101346000196
45777;MALAGUETA MKT - COMUNICACAO MARKETING E SERVICOS LTDA;10766300000130
45778;JGWI ENTRETENIMENTO LTDA;27411541000169
45779;AMBIENTE CULTURAL - PROJETOS, CONSULTORIA E PERÍCIAS LTDA;10398336000108
45781;DANIEL OLIVER PRODUÇÕES;10272413000189
45783;LUIS BUCCHI SERVIÇOS DIGITAIS LTDA;36505669000182
45784;FLUXO STUDIO LTDA;33190616000121
45785;EG IMAGENS E GASTRONOMIA LTDA;30159082000182
45786;LF PIRES SERVIÇOS DE AUDIOVISUAL E ENTRETENIMENTOS;37024586000134
45787;CONFRARIA DE SONS & CHARUTOS;14292396000100
45792;GORILA PRODUCTIONS LTDA;29946300000140
45797;STUDIO 7 PRODUTORA AUDIOVISUAL LTDA;36993296000136
458;REAÇÃO CRIAÇÃO E PRODUÇÃO LTDA;03545965000158
45801;RM PRODUÇÕES EIRELI;34301817000111
45808;PRESSA FILMES LTDA;30447975000123
45809;RODA GIGANTE FILMES E PRODUÇÕES EIRELI;33866901000110
4581;CASA REDONDA PRODUCOES CULTURAIS EIRELI;06228927000160
45811;CIST - CONSULTORIA INOVAÇÃO E SOLUÇÕES EM TECNOLOGIA EIRELI ME;26288015000190
45812;CANTO DO GALO FILMES E PRODUÇÕES ARTISTICAS LTDA;37123081000127
45813;ZUZA RIBEIRO PRODUTORA DE EVENTOS ARTISTICOS LTDA;36445398000117
45817;MARCOS LOPES DA SILVA;34702395000196
45818;ANA LUISA HARTMANN HILGERT;28708301000193
45819;FABIANA FERREIRA DE OLIVEIRA PAULINO ME;29996776000195
45820;DM BRAVA FERREIRA MARKETING EIRELI;34895147000109
4583;FLAMMA PRODUÇÕES AUDIOVISUAIS LTDA.;07093276000100
45835;BRIGITTE PRODUCAO DE FILMES LTDA;37233530000190
45836;MUVIOLA PRODUÇÕES AUDIOVISUAIS E EVENTOS LTDA;15335242000103
45839;A. L. PEREIRA PARREIRAS DE BRAGANCA PRODUCOES;29061216000149
45840;FERREIRA GARCIA CONSULTORIA EM PUBLICIDADE LTDA;23633917000129
45841;JANAINA HARADA DUARTE;24614615000176
45853;DIEGO ALVES GRACIANO;30017584000179
45854;VERITAH CULTURA E EVENTOS LTDA.;07864437000112
45858;J DE S FARIAS;32906994000104
4586;TV ZERO CINEMA LTDA;03360320000140
45867;AIS COMUNICAÇÃO E ESTRATÉGIA LTDA;33508475000142
45868;GO PRODUÇÕES LTDA;37040638000166
45871;GABRIELA ROSA BURCK MELLO;22813770000196
45873;FLUX IMAGEM LTDA.;27002903000168
45889;EQUINOX DIGITAL SERVICES IMPORTACAO EXPORTACAO LTDA;21355575000105
4589;PREVIEW VIDEO DIGITAL LTDA;05330676000167
45897;FIRMA SERVICOS DE PRODUCAO AUDIOVISUAL ARTISTICA E CULTURAL LTDA;35397396000137
459;QUIMERA FILMES LTDA;22331409000123
4590;SARAPUÍ PRODUÇÕES ARTÍSTICAS LTDA;03938996000179
45908;MARTINI&BUENO COMUNICAÇÃO ASSESSORIA E MARKETING SOCIEDADE SIMPLES LTDA;36065682000168
45910;JULIANA DE MELO BALHEGO AUDIOVISUAL;33010735000155
45911;IARA AISHA DE OLIVEIRA SERVIÇOS DE AUDIOVISUAL;34978240000187
45917;LUCIO GOLDFARB PRODUCOES LTDA;36379012000116
45918;NUCLEO 8 COMUNICAÇÕES LTDA ME;26645229000177
45924;LITTLE STORIES FILMES LTDA;15626865000135
45927;MELLODIA FILMES E PRODUÇÕES EIRELI;22947979000142
45928;FAST SOLUCAO LOCACAO DE EQUIPAMENTOSE SERVICOS AUDIOVISUAIS EIRELI;03182683000133
45929;MICO-LEAO ROSADO PRODUCOES LTDA;32460403000100
45930;HBS FILMES LTDA.;32320623000138
45931;CIAVATTA PANTOJA CRIAÇÕES LTDA;08713887000177
45932;CAPRISCIANA PRODUÇÕES ARTÍSTICAS LTDA;27099722000100
45934;SARAVA SA FOTOGRAFIA EIRELI ME;28695022000132
45935;DAGOBERTO LEGNAIELI RODRIGUES;10757754000144
45936;FUÊ FILMES E PRODUÇÕES LTDA;33224374000140
45958;BRABISSIMA PRODUCOES EIRELI/ BRABÍSSIMA PRODUÇOES;32983332000120
45965;TEREZINHA MARIA MIRANDA ESPINDOLA - EVENTOS;55431852000125
45966;NATALYA TOMBINI VELOZO;29028025000185
45967;TABOO PRODUÇÕES ARTÍSTICAS EIRELI;12224914000115
45968;ALEXANDRE ELAIUY - ME;10728007000188
45982;VOID FILMES LTDA;35777453000103
45993;INVENT PRODUÇÃO DE FILMES E CONSULTORIA EM PUBLICIDADE LTDA;29582406000101
45999;BKP - BETH KWIEK PRODUCOES LTDA;37294172000125
46000;CALENZA SERVICOS DE COMUNICACAO E PUBLICIDADE LTDA;11433764000197
46002;C. VIEIRA KRUG RIBEIRO SIMON PRODUÇOES ARTISTICAS ME;18892374000124
46012;HENRIQUE DE BREIA E SZOLNOKY;16726005000136
46013;J B MULLER PEREIRA DA SILVA PRODUÇÕES E EVENTOS;05345676000130
46016;MUITO MAIS PLAY ENTRETENIMENTO EIRELI;12978114000190
46018;SEGUNDO PLANO PRODUTORA LTDA;36447849000155
46022;FERNANDA STOROLLI SALOME PRODUÇÃO CINEMATOGRÁFICA;33728421000192
46023;MAIARA LIBERATO PRODUÇÕES, COMUNICAÇÃO, CONTEÚDO, PROJETOS E EVENTOS EIRELI ME;03919935000164
46024;SUBLIMINAR REALIZAÇÃO ARTÍSTICA LTDA;32431943000165
46025;ZZ IMAGEM E SOM PRODUCOES AUDIOVISUAIS LTDA;27084487000194
46035;STUDIO TESIS PRODUÇAO DE SOM E IMAGEM LTDA;58413931000100
46036;SUPLICY PRODUÇÕES S/S LTDA - ME;12183367000177
46057;JORGE EDUARDO ALANIZ DE ARAUJO;07832978000169
46064;MACONDO PRODUTORA EIRELI;31089195000111
46065;KOMBO FILMES;36298533000149
46067;QUILHA STUDIO LIMITADA;19179351000130
46070;FILMLAB PRODUCOES CINEMATOGRAFICAS LTDA;29665880000105
46073;GO & REC FILMES LTDA;37406102000111
46074;ENTRE IMAGENS PRODUÇÕES AUDIOVISUAIS EIRELI;18329337000102
46075;HENRY SERVICOS DE VIDEO LTDA;08448335000189
46076;PORTAL DE NOTICIAS LEIAGORA EIRELI;12073851000143
46078;FRANCISCO CLEBSON DOS S MOURA;27420472000150
46079;MUB DESIGN LTDA ME;07446817000137
46080;LA VACA PRODUCTORA DE ARTE LTDA;13206870000163
46084;AGORA PRODUÇÕES EIRELI;35796207000107
46085;FILIPE CANEO BAPTISTA - ME;24672802000106
4609;L.N.R PRODUÇÕES LTDA ME;07512781000142
46092;BALÃO FILMES LTDA;33764738000184
46094;MENDES & BARROS LTDA;21138576000190
461;E.H. FILMES LTDA;00338948000151
46111;CAMILA ANGELINA ZIVIANI SERVICOS DE AUDIOVISUAL LTDA;35752226000123
46112;FR3D PRODUCAO CINEMATOGRAFICA, TECNOLOGICA E CULTURAL EIRELI;37510759000124
46113;STATION SERVIÇOS PUBLICITÁRIOS EIRELI;21264401000129
46114;MMJ STUDIO DE ARTES GRÁFICAS LTDA;10840666000101
46115;BRASIL BACANA PRODUTORA DE FILMES EIRELI;15721571000192
46117;RUBENS DE ANDRADE SHINKAI;29531153000147
46122;SOM DE BLACK MARIA PRODUCOES ARTISTICAS LTDA;34210752000107
46123;PRODUCOES ARTISTICAS FIRST MOVIE SPE LTDA.;37098291000102
46124;QUASE CINEMA PRODUTORA LTDA;18997917000178
46125;PLAY 9 SERVICOS DE MIDIA, COMUNICACAO E PRODUCOES LTDA;34502145000102
46127;W EUDES DOS SANTOS;35209884000173
46128;MOVIMENTO PRODUÇÃO CINEMATOGRAFICA EIRELI;34184269000197
46129;OLHOS EM FOCO PRODUTORA AUDIOVISUAL LTDA;36345749000118
4613;DIGITAL TAKE COMÉRCIO E PRODUTORA DE FILMES E VÍDEOS LTDA - ME;07226394000140
46134;FLOR DE LARANJEIRA PRODUÇÕES EIRELI - ME;58861907000125
46137;LUZ PRODUÇÃO AUDIOVISUAL LTDA;21602775000107
46138;RAFAEL RAMOS MALTA FOTOGRAFIA;18579902000190
46146;PEDRO PAULO B DE A JUNIOR;23672061000109
46147;BADERNA FILMES LTDA;23421995000160
46150;FLUXA FILMES LTDA;34878582000125
46151;LEMOS AGENCIA DE PUBLICIDADE LTDA;21354578000116
46152;RAFAEL AUGUSTO CAMELO DA SILVA PRODUCAO MUSICAL;37424592000189
46161;JUNEIR GOMES NETO ME;26946716000170
46162;I.A.M SANDRES EIRELI;34106150000104
46163;TATIANA NEQUETE MACHADO;30098079000104
46164;RAMIRO SIMOES SANTOS FILHO;19273824000163
46165;GOES E TONELLO PRODUCOES CINEMATOGRAFICAS LTDA;35257118000184
46166;DORILEO PRODUCOES ARTISTICAS E MUSICAIS LTDA;29508401000139
46178;BIG FISH COMUNICACOES E PRODUCOES DE FILMES LTDA;13561102000128
4618;PUBLIKIMAGEM PROJETOS E MARKETING LTDA;05688475000136
46180;RG MARKETING E PROMOCOES LTDA;07177522000102
46181;GUSTAVO CRUZ SULMAN ESTUDIOS CINEMATOGRAFICOS LTDA;26700510000165
46182;GUAXI STUDIOS PRODUÇÃO AUDIOVISUAL LTDA ME;34562606000132
46184;BETAMARX FILMES LTDA;37590934000130
46192;R M NERES DE SOUSA LTDA;37372804000121
46194;CARLA MUNHOZ ONODERA;23656237000120
46196;MARCELO PINHEIRO PINTO FILHO - ME;28958138000117
462;MUZARCA PRODUÇÕES & EDITORA LTDA.;04095161000167
46203;L.O. DOS S. VAZ PUBLICIDADE;15665732000178
46209;IRIS TECNOLOGIA DA INFORMAÇÃO EIRELI EPP;13574746000150
46210;VAPOR DIGITAL PRODUCÃO E COMUNICAÇÃO LDTA.;30934864000141
46213;G OLSEN PRODUCOES CINEMATOGRAFICA EIRELI;09556956000149
46220;ELCIO CABRAL MELO;13889096000132
46222;STORIA SERVIÇOS DE ROTEIRO AUDIOVISUAL LTDA;35710740000104
46238;CAVALA ESTUDOS CINEMATOGRÁFICOS LTDA;34868122000116
4624;LUZ VÍDEO E PRODUÇÕES LTDA - ME;05823093000178
46247;DULADO COMUNICAÇÃO LTDA;09942903000166
46248;NETOLAB ENTRETENIMENTO EIRELI;33484689000126
46249;LAURA MOGLIA JACINTO PEREIRA;35285793000117
4625;ROTOMUSIC PRODUÇÕES E EVENTOS LTDA;00878771000186
46250;SERGIO ROBERTO DA ROSA PICASSO;13478088000101
46254;E.C.B. MOREIRA VIDEOS;26030457000132
46255;GAMA FILMES PRODUCOES CINEMATOGRAFICAS LTDA ME;21424910000171
46259;MNS PRODUÇÕES EIRELI;31791028000118
46270;M. DE MATOS SOARES;15272668000165
46271;CAPTURA ENTRETENIMENTO LTDA;28530455000138
46287;VIBRATO PRODUCAO DE FILMES LTDA;37761264000178
46290;AKSA OLIVEIRA LIMA PRODUTORA AUDIOVISUAL;28738504000122
46292;JOAO THOMAZ TEIXEIRA LONDRES PRODUCOES CINEMATOGRAFICAS;34941608000132
46295;FERREIRA RODRIGUES AGÊNCIA ENSINO E CIA DE TEATRO E CINEMA;34073618000101
46305;WANDER LUIZ PALENÇA ME;03910468000101
4631;BEL NORONHA PRODUÇÕES ARTÍSTICAS LTDA.;04339239000141
46310;BENZEDEIRA FILMES LTDA;33650451000123
46311;LEMONADE FILMES LTDA;32648863000166
46313;PIXYS PRODUÇÕES ARTÍSTICAS LTDA - ME;11372698000192
46317;A B DA SILVA;37524516000145
46318;VICTOR L. DOS SANTOS AUDIOVISUAL;16991584000144
46322;ROSH DIGITAL LTDA;10514770000106
46323;QUEST FILMES LTDA;31980454000108
46325;FELIPE CORBELLINI ME;29331933000143
46330;A+C FILMES LTDA;06990481000106
46331;GANGORRA FILMES;37821965000155
46333;VILA VORTEX MUSIC PRODUCOES E ENTRETENIMENTO LTDA;36178636000175
46335;ROSA & KOHLRAUSCH LTDA;01533896000137
46343;KINOTEC COMUNICAÇÃO E TECNOLOGIA LTDA;25227880000164
46349;TREGER PRODUÇÕES LTDA;80302417000148
46350;KNAUTH GESTÃO DE NEGÓCIOS LTDA-ME;30132288000119
46356;GOMO ATIVIDADES DE PRODUCAO CINEMATOGRAFICA LTDA;37168711000180
46357;LUCIANA SALVATORE FILMES EIRELI;32683783000141
46360;SILMAR ROSA GARCIA EIRELI ME;28199343000146
46362;OFICINA PROJETOS E PRODUÇÕES;08582586000151
46364;NOMADE PRODUÇOES CULTUTAIS LTDA EPP;21878105000118
46369;MILK MUSIC LTDA;35992602000157
46370;LUCIANO PEIXINHO CAMPOS;33486227000148
46374;HAYLENE DOS SANTOS DANTAS;21046951000171
46376;POSTO 9 ENTRETENIMENTO LTDA.;10141733000108
46377;VIVIAN MARROQUE PAGANELLI;29052405000155
46378;MARLON NASCIMENTO DE VARGAS ME;36679341000182
46379;TFA - PRODUCOES, EVENTOS, DECORACAO E MARKETING EIRELI;30579216000114
46389;RED CONSULTORIA EM PUBLICIDADE, PRODUÇÕES E MARKETING EIRELI;35864374000130
46400;G. A. FERNANDES DALZOTO PRODUCOES;33094113000152
46402;A DE F FALCÃO;08928102000183
46403;ASSOCIACAO INSTITUTO BENETTI;30709914000197
46405;FORMIGAZ PRODUÇÕES DE FOTOS E FILMES LTDA;22357159000109
46414;ABGV PRODUCOES ARTISTICAS LTDA;10145349000175
46415;ALAN TEIXEIRA DA SILVA FOTOGRAFIA ME;19754965000106
46433;J C RODRIGUES & R A MOREIRA LTDA;23848327000113
46435;BRAVO FILME LTDA;36570397000102
46437;PORTELA & RODRIGUES PRODUÇÕES DE VÍDEO LTDA;36119745000111
46438;AMPLAVISÃO CINEMA E VIDEO LTDA;58682188000185
46439;FUTEBOL AFILIADOS COMUNICAÇÃO E MARKETING LTDA ME;26174626000108
46442;ITEC PRODUÇÃO AUDIOVISUAL E PROPAGANDA LTDA;33119853000104
46445;O CANDEEIRO ROTEIROS E PRODUÇÕES AUDIOVISUAIS LTDA;30442062000114
46447;BACULEJU PRODUCAS PRODUCOES ARTISTICAS EIRELI;26729638000151
46455;LED PRODUÇÃO DE CONTEÚDOS LTDA;37142496000148
46457;RDB CRIACAO ONLINE EIRELI;04239479000174
46459;THIAGO HENRIQUE ALVES ESPECHE;33512978000191
46460;ESTUDIO PE GRANDE ANIMACAO CINEMATOGRAFICA LTDA;36233825000101
46461;GLAUCIA ANDREA DOMINGOS PRODUÇÕES ARTÍSTICAS LTDA ME;05314965000172
46462;WILSON DE F. N. PANASSI;26587707000130
46464;ATIVA COMUNICAÇÃO LTDA;09415698000180
46467;FG3 ENTRETENIMENTO LTDA;33522290000192
46468;LEONILDE RODRIGUES DE SOUZA EIRELI;35393341000159
46469;REGINALDO G DOS SANTOS;30067212000157
46470;VENTRE STUDIO PARTICIPACOES LTDA;36082069000159
46481;CAKI FILMES LTDA;19978883000137
46482;BRUNO E MATA GRANDE SOLUÇÕES EMPRESARIAIS E EVENTOS LTDA;34212181000131
46483;Z CREATIVE CONTENT SERVIÇOS DE AUDIOVISUAL LTDA;35830036000187
46485;ANDRADE E TAVEIRA PRODUCOES LTDA;33674559000156
46486;CLUBCAMPING CRIACAO E PRODUCAO DE VIDEOS DE DESENHOS ANIMADOS LTDA;36601843000190
46497;MOINHO FILMS;30104696000167
46499;YNNOVADORES PUBLICIDADE LTDA;29389387000100
46501;PORQUEEU FILMES PRODUÇÕES;37367918000183
46516;AG AVENTURA PRODUÇÕES LTDA;27180361000113
46517;HENRIQUE LUIZ SCHUCK;24925277000193
46518;WOWL CONTEÚDOS E FRANCHISING LTDA;34655448000165
46519;SALVADOR AGENCIA DE PUBLICIDADE LTDA;05804377000117
4653;SET PRODUTORA PRODUÇÕES E EVENTOS LTDA ME;02386149000186
46530;CREARE ASSESSORIA COMUNICAÇÃO E MARKETING LTDA;37184804000106
46531;FELIPE SOUZA GOMES LIMA PRODUÇÃO CINEMATOGRÁFICA LTDA;35777351000198
46533;MAPE IMAGENS LTDA;30068419000146
46535;SETUP PRODUCOES AUDIOVISUAIS LTDA;36825458000127
46536;LIFE CONNECT SERVIÇOS DE TECNOLOGIA, INFORMAÇÃO, CONTEÚDO E DADOS LTDA.;33966436000199
46537;N. C. DA SILVA BARBOSA;36701752000127
46540;P. V. DE CASTRO RIBEIRO PRODUCAO CINEMATOGRAFICA LTDA;37806934000125
46541;MARCENARIA DE CULTURA PRODUÇÕES ARTÍSTICAS LTDA.;13779600000141
46545;G NIAL PRODUCOES ARTISTICAS LTDA;15332050000143
46546;THIAGO GIANNI - ME;15270334000152
4655;TRÍPLICE PRODUÇÕES LTDA;04343030000151
4656;PESSOAL DO FILME PRODUCOES AUDIOVISUAIS EIRELI ­ ME;33589664000197
46570;FLAVIO VIEIRA COMUNICAÇÃO ME;26451056000156
46571;ROTA 88 PRODUÇÕES ARTÍSTICAS LTDA;37962166000107
46572;+242 COMUNICACAO LTDA-ME;23705524000183
46574;PROGRAFDIG PROJETOS GRAFICOS DIGITAIS S/S LTDA. - ME;07169462000186
46575;MATHEUS M DO CARMO ME;12493491000139
46584;123E LIVE LTDA;38034594000124
46587;LAURO FELIPE DE MENDONÇA;12747838000122
46589;2IN1 PRODUÇÕES E DESIGN DIGITAL LTDA;36265066000150
46590;MARALLINE COSTA PIRES;30012464000189
46591;AM E CAMPOS PRODUCOES EIRELI;19775705000109
46592;ALCALINAS BRISADAS PRODUCAO AUDIO VISUAL LTDA;31570592000100
46593;DIEGO BOMFIM FREIRE;31162727000107
46594;GF AUDIOVISUAL LTDA;38011022000120
46598;MIRANTE IMAGENS FOTO E VÍDEO LTDA – EPP;27891879000165
46600;INTELI GENTE - PROMOCOES E COMUNICACAO LTDA.;18294781000130
46601;VELOSO.COM AUDIOVISUAL E MARKETING INTEGRADO LTDA;34581763000195
46602;L.B. NAVES PRODUÇÕES - ME;19506279000108
46604;SHORELINE PRODUÇÕES AUDIVISUAIS LTDA - ME;24259260000144
46605;VAMOS VER FILMES PRODUCOES EIRELI;18510664000166
46607;MANINHO FILMES LTDA;28091672000179
46608;RAFAEL VIDAL LEITE RIBEIRO;13674341000194
46609;FABRICA DE CENARIOS EIRELI;33378657000146
46610;BLOO VIDEOS LTDA;33853376000106
