REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ
1387;OFICINA PRODUCOES CINEMATOGRAFICAS - EIRELI;04077508000149
13873;REGISTRO URBANO PRODUÇÃO CINEMA E VIDEO LTDA - EPP;04001743000137
13874;IMMAGINI ANIMATION STUDIOS BRASIL LTDA;09325623000109
13875;MANGABA CRIAÇÃO E PRODUÇÃO LTDA;08908077000176
13882;COMBO COMUNICAÇÃO E MARKETING LTDA;09337867000101
13885;QUINTAL DIGITAL PRODUÇÕES LTDA;09506070000190
13890;BROMELIA PRODUCOES LTDA.;09583710000166
13894;SANTA RITA DE IQUIRIRIM PRODUÇÕES ARTISTICAS LTDA. ME;65703845000199
13895;SAAC VIDEO PRODUÇÕES LTDA;08885819000195
13914;BERIMBAU COMERCIO E PRODUÇÕES ARTISTICAS LTDA;66991670000125
1392;ATALAIA PRODUÇÃO E DISTRIBUIÇÃO ARTÍSTICA S/C LTDA ME.;01387311000118
1393;CORONA FILMES LTDA-ME;01415574000193
13936;NOSSO CLAN AUDIO-VISUAL;09075349000167
1394;RENTALCAM PRODUÇÃO E ASSESSORIA LTDA;03029149000191
1395;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;01161933000123
13951;OLAVO ANTONIO PEIXOTO DE OLIVEIRA JUNIOR ME;03925367000104
1396;EL DESIERTO FILMES LTDA ME;05617531000141
13968;WIDNER BATTISTELA;09311455000100
13973;MASSA REAL PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME;09494764000155
1398;HUTÚZ CULTURAL LTDA.;02732339000108
13991;SARAGUINA FILMES E PRODUÇÕES EIRELI;09528820000125
13995;VEDOIS VIDEO PRODUCOES EIRELI;06864329000187
1400;CÂNDIDO E MORAES LTDA.;00797355000153
14005;UNIVERSO PRODUÇÃO LTDA;00246471000184
14010;NA LAJE FILMES PRODUÇÕES LTDA;08035343000101
14012;ZMD FILMES EIRELI;09601803000176
14020;PRIMITIVO PRODUÇÃO DE VÍDEO E FILMES LTDA.;09499033000100
14025;GAIA CINEVIDEO PRODUÇÕES E EVENTOS LTDA.;07750204000199
1403;ACCORDE FILMES LTDA.;05270790000149
14032;CASA VERDE AUDIOVISUAL LTDA;05969863000195
1404;INTERVALO PRODUÇÕES MULTIMÍDIA LTDA.;32375099000100
14042;SAMUEL SIMONCELLI LALUCCI - ME;09502875000166
14050;STUFF PRODUCOES AUDIOVISUAIS S/S LTDA;08640440000115
14054;BUREAU DE COMUNICAÇÃO E EVENTOS LTDA;79873451000193
14056;K2 IMAGENS, EVENTOS E ESPORTES LTDA;07055976000100
14057;D´SGANZERLA PRODUÇÕES ARTISTICAS LTDA. - ME;09588353000129
1406;IMAGINE ARTE CULTURA E PAZ LTDA;05606268000195
14078;MANJUBINHA FILMES EIRELI;09719793000178
14079;AIUPA BRASIL PRODUÇÕES LTDA;09299923000160
14082;MARINA DE IDÉIAS PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;09420372000141
14083;AARON SALLES FERNANDES SILVA TORRES EIRELI;10176123000131
14084;LOSBRAGAS PRODUÇÕES LTDA;06967225000106
14088;NOVE9 PRODUÇÕES, COMPUTAÇÃO GRÁFICA, FILMES E VIDEOS LTDA - ME;07478723000140
14092;A.FRANCA & CAMARGO EDIÇÃO DE FITAS LTDA;09643850000182
1410;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;04551480000130
14100;IRMÃOS CAMBUI PRODUÇÕES LTDA;09687692000162
14102;LUIZ ADRIANO DAMINELLO - ME;01618967000102
14105;GIOCONDA PRODUÇÕES ARTÍSTICAS E EDIÇÕES CULTURAIS LTDA;08304465000148
1411;COMTEXTO PRODUÇÕES E PUBLICAÇÕES ARTISTÍCAS LTDA;32022899000130
14113;JOAO LUIS DA SILVA FRANCA;07449427000110
14118;HEBER DANIEL SANTANA DE OLIVEIRA ME;09513233000162
14123;KINEMOTUS FGB CINEMA TV LTDA.;09250931000112
14132;UMANA COMUNICACAO INTELIGENTE EIRELI;07445292000115
14138;MÜLLER E SANTIN PRODUTORA LTDA;09148551000171
14141;SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;09230926000148
14147;ESPAÇO CINE TV PRODUÇÕES E LOCAÇÕES CINEMATOGRÁFICAS LTDA.;07598369000197
1415;ZS TRÊS MARIAS AUDIO VISUAIS LTDA;03041821000164
14153;CARLOS HENRIQUE DE ALMEIDA - PUBLICIDADES - ME;09944048000122
14157;COLOR BARS VIDEO E PRODUÇÕES LTDA;56589773000100
14159;ARTCAM VÍDEO LTDA. - ME;42271775000141
14161;ALEXANDRE MARCOS DE CAMPOS ME;09013088000150
14167;BUNKER TECNOLOGIA, PAGAMENTOS E PRODUCOES LTDA;09353982000170
14182;FABRIKA FILMES EIRELI ­ ME;07805432000119
14187;AUDIOVISUAL F. G. LTDA.;08378407000169
14189;ESTUDIO BUM DE DESIGN LTDA;01405997000122
14197;BENEDETTI SERVIÇOS CULTURAIS LTDA - ME;07047295000109
14208;SÍMIO FILMES LTDA;09942024000134
14210;NORTE PRODUÇÕES EM COMUNICAÇÃO LTDA.;08546440000150
14218;GRAMA FILMES LTDA - ME;05122532000115
14225;I9 PRODUTORA DE FILMES LTDA;09569602000139
14227;DIGITAL 3D LTDA - ME;09943385000103
14232;RJR PRODUÇÕES LTDA;00105693000187
14233;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;09180984000104
14240;COLETIVO FULIGEM DE COMUNICAÇÃO E ARTE LTDA;09043474000195
14248;GUINLE PRODUÇÕES ARTÍSTICAS LTDA - ME;09287514000144
14255;LETÍCIA DE CÁSSIA COSTA DE OLIVEIRA;08530210000101
14266;ORÁCULO PRODUÇÕES LTDA;04627522000179
14272;ESTRICNINA DESENHOS ANIMADOS LTDA;08662115000153
14275;TEMPLE FRAME PRODUÇÃO ELETRÔNICA LTDA. ME;07864526000169
14277;BRIZCOM CINE AUDIO E VIDEO LTDA - ME;06197837000159
14283;SCREEN SP FILME E VÍDEO LTDA ME;08215198000132
14294;CAFUNDÓ ESTÚDIO CRIATIVO EIRELI;10220793000108
143;ZACHARY SMITH IMAGEM E MOVIMENTO - PRODUCAO E CESSAO DE DIREITOS AUTORIAIS LTDA;02610834000144
14310;CAVALLARIA FILMES E PRODUCOES CULTURAIS LTDA;10207392000118
14311;RAMOS E RAMOS PUBLICIDADES S/S;01379004000195
14312;POCKET FILMES LTDA.;08573987000145
14313;ATOS CENTRAL DE IMAGENS LTDA;09010913000163
14317;KINOSSAURUS FILMES LTDA.;02282322000104
14330;FERNANDO JOE FILMES LTDA;06922067000160
14331;MADRE STUDIO - MULTIMIDIA LTDA ME;10297702000132
14332;MACADAMIA PRODUCOES CINEMATOGRAFICAS LTDA;09352760000132
14339;CASÉ FILMES LTDA;09558964000124
1436;MERCÚRIO PRODUÇÕES LTDA-ME;04760800000161
14369;PHANTON - COMUNICAÇÃO LTDA;05507720000161
14370;LOCKHEART FILMES LTDA.;09291317000107
14384;GABIROBA CULTURAL PRODUCAO DE IDEIAS LTDA ­ ME;02800580000127
14398;PETIT ENTRETENIMENTO FABRIK LTDA;08813728000144
14404;BOLA PRODUÇÕES ARTÍSTICAS LTDA;09641965000138
14408;TVA2 PRODUÇÕES LTDA.;09514942000162
14424;MILHOMEM E PIMENTEL LTDA.;10340284000119
14426;PARIDEIRA CULTURAL, PRODUCOES AUDIOVISUAIS E ARTISTICAS LTDA;05169132000165
14453;FINA FLOR PRODUTORA DE FILMES LTDA.;10358078000136
14458;VOGLIA PRODUÇÕES ARTÍSTICAS LTDA;36472587000189
14463;INEDITA CRIAÇÃO E MARKETING EIRELI;09358764000128
14465;THE ARTISTS UNIVERSAL/ STUDIO FILMES LTDA.;01026118000151
14478;R-PERFECT BROADCAST CINEMA E VIDEO PRODUÇÕES ARTISTICAS E CULTURAIS LTDA.;10324123000131
1448;ILUMINURA CINEMA E MULTIMIDIA EIRELI ­ ME;04614433000198
14482;TAVOLA REDONDA PRODUÇÕES ARTISTICAS LTDA;00424211000151
14492;PAGINA EDITORA E COMERCIO DE LIVROS - EIRELI;09042517000118
14494;TVJ VÍDEO PRODUÇÕES LTDA.-ME;10214276000126
14495;PORTFOLIUM LABORATÓRIO DE IMAGENS EIRELI;63190623000194
14496;POSTO 9 PRODUÇÕES ARTÍSTICAS LTDA.;07193110000166
14499;KLAXON CULTURA AUDIOVISUAL LTDA-ME;09397798000121
14504;TACACÁ FILMES LTDA;09547615000107
1451;CINEMAR - W.FAISSAL PRODUÇÕES ARTÍSTICAS E COMUNICAÇÕES LTDA - ME;01645618000171
14512;MANTRA PRODUCOES AUDIOVISUAIS LTDA;09583743000106
14515;MEDIA ARTS ENTERTAINMENT & FILM PRODUCTIONS EIRELI;05958097000163
14519;FICÇÃO LOCAÇÕES E GRAVAÇÕES DE VIDEOS LTDA;09342949000144
1452;CICLOPE LTDA - EPP;42822676000100
14522;SMOKE FILMS PRODUTORA LTDA;10255189000117
14523;SAKE FILMES E PRODUÇÕES DIGITAIS EIRELI - ME;10393399000171
14530;GAIA SP PRODUÇÕES CINE VIDEO-EIRELI;08255024000101
14531;COISA DE CINEMA - CINEMA E VÍDEO LTDA ME;00845658000102
14533;OBJETIVA PRODUÇÕES CINEMATOGRÁFICAS E EVENTOS CULTURAIS LTDA;07235710000140
1454;MUNDO IMAGINÁRIO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;05695782000144
14554;LILIGO PRODUÇÕES ARTÍSTICAS LTDA - EPP;08010574000152
14556;CINEMA VERDE PRODUCOES EIRELI;07415521000159
14558;LATIN AMERICAN FILM INSTITUTE PRODUÇÕES AUDIOVISUAIS E COMERCIO LTDA;09087848000174
14559;6D FILMES PRODUCOES CINEMATOGRAFICAS LTDA ME;09460226000140
14562;PREMIER VIDEO COMUNICACAO EIRELI;09611689000165
14564;MÍNIMA - CONCEPÇÃO, EDITORA E PRODUÇÃO VISUAL LTDA;10387192000194
14566;HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME;10281460000199
14568;THOMAS LARSON - ME;10198277000124
14569;FAROL DIGITAL PRODUÇÕES EIRELI - EPP;09674665000155
14570;LAK-EVENTOS E PRODUÇÕES ARTISITCAS LTDA;08281920000137
14573;PROCESSO MULTIARTES EIRELI;05930707000110
14574;TERRA VERMELHA FILMES LTDA. EPP;10378423000101
14576;FREDERICO A. M. NUTI;09231198000199
14584;JLM PRODUÇÕES ARTÍSTICAS LTDA;05500952000198
14590;SOBRETUDO PRODUÇÃO AUDIOVISUAL E ARTÍSTICA LTDA.;10441993000190
14595;SANTA ROSA BUREAU CULTURAL LTDA;02818374000144
14601;UNION FILMES LTDA;10391976000196
14603;STUDIUM P.A ÁUDIO E VÍDEO LTDA EPP;58374497000198
14608;CESAR PRODUCAO CINEMATOGRAFICA LTDA - ME;08469630000111
14612;B7 EDITORIAL LTDA;00620681000190
14618;TUMDUM ARTES, PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.;08058924000150
14622;MAIS FILMES E PRODUÇÕES DE JUIZ DE FORA LTDA;10246793000187
14623;MANGA ROSA FILMES EIRELI;10438390000130
14624;ELEMENTAR FILMES E CONTEUDOS EIRELI;02296140000184
14626;EMILIA PRODUÇÕES LTDA-ME;09580791000140
14641;MC PRODUÇÃO LTDA;07561663000124
14642;INFINITO PRODUCAO E PUBLICIDADE LTDA. - ME;10299845000183
1465;COMPACT FILMES LTDA.;00814994000180
14651;JÚLIO CÉSAR OLIVEIRA DE SOUZA-ME;01400309000131
14655;ARRUDA PRODUCOES, EVENTOS E VIAGENS LTDA - ME;08938809000170
1466;PEQUENA CENTRAL DE PRODUÇÕES ARTÍSTICAS LTDA;31606247000180
14665;PAVIRADA FILMES E PRODUÇÕES LTDA;08847593000138
14669;LETICIA SPILLER PENA PRODUCOES ARTISTICAS EIRELI;05776048000100
1467;BÁRBARAS PRODUÇÕES LTDA.;72066574000173
14678;INTERFACE FILMES LTDA;10445307000150
1469;CASA PUBLICADORA BRASILEIRA;44194660000126
14690;CARLOS ANDRÉ COSTANTIN;03334227000161
14693;LUIZ ROBERTO MEIRA;05409268000103
14695;LAB 344 PRODUCOES ARTISTICAS LTDA;07179420000126
1470;LALLO VALVERDE BOCCHINO ME;05574896000136
14711;TRAPEZIO PRODUÇÕES CULTURAIS LTDA - ME;10249513000194
14722;TATANKA FILMS LTDA. - ME;10429569000120
14726;A. A. PELLENZ PRODUÇÕES ARTISTICAS;09350498000197
1473;CRISIS PRODUTIVAS - COMUNICAÇÃO LTDA.;04858795000124
14734;NITROGLICERINA PRODUÇÃO AUDIO VISUAL LTDA;10306118000104
14735;99 PRODUCOES ARTISTICAS LTDA;08991631000121
1474;CARMELA CONTÉUDOS PRODUÇÕES LTDA;02882274000187
14741;VIDEOGRAFIK COM E IMP DE BENS E SERVIÇOS DE INFORMÁTICA LTDA;67649418000103
14742;LATA FILMES LTDA EPP;09372544000159
14750;DOUGLAS MAC NEED MANN SUCUPIRA;10404709000106
14760;LUBA FILMES LTDA.;00962888000143
1477;DOMO PRODUÇÕES LTDA;05724843000154
14771;MARIA GORDA PRODUCOES ARTISTICAS LTDA;10320244000105
14772;SOUZA E GARCIA S/S LTDA;10501657000196
14810;JOSÉ CARLOS ALEX RIBEIRO DO PRADO PRODUÇÕES ME;02650149000141
14812;DUBRASIL CENTRO DE DUBLAGEM E PRODUÇÕES ARTISTICAS LTDA;57093361000147
1484;MAMELUCO PRODUÇÕES E EDIÇÕES MUSICAIS LTDA.;01724591000102
14841;DOIS + DOIS COMUNICAÇÕES LTDA - EPP;07981845000154
14847;G.RS - COMÉRCIO DE PRODUTOS EM DVD E FILMAGENS LTDA;10272906000119
14853;Z1 PRODUÇÃO AUDIOVISUAL LTDA;10527236000134
14854;FPS PRODUCOES CINEMATOGRAFICAS EIRELI;09045663000105
14858;GUAYAMU PRODUÇÃO CINEMATOGRÁFICA;03941631000101
14867;MALABAR FILMES CONTEUDO E ARTE LTDA. ME;09297848000107
14879;LORENZO E ARNAUT PRODUÇÕES LTDA;09011769000180
14885;Z & R PRODUÇÕES ÁUDIO-VISUAIS LTDA;10525864000180
14895;BDEVACA SERVICOS DE PRODUCAO LTDA;10470042000140
14899;MD ENTRETENIMENTOS LTDA;01545397000160
149;SILVIO REIS COMERCIAL E EMPREENDIMENTOS LTDA.;58363367000150
14900;ARRUDEIA PRODUÇÃO CINEMATOGRÁFICA LTDA;07908617000159
14904;SQUARISI & RUSSO DESENHOS ANIMADOS LTDA ME;09490365000116
14907;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;09551826000113
14910;CAPTAÇÃO DIGITAL VÍDEO LTDA.;03402388000145
14916;CRISTINA MARIA SIMÕES FLÓRIA ME;05288616000123
14932;TON TON FILMES & PRODUÇÃO ARTÍSTICA LTDA;10403803000140
14938;VÂNIA ALVES SMITH LIMA;05791137000125
14939;GERAÇÃO PRODUTORA LTDA;27839992000100
1494;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;02585713000190
14944;OUTROS FILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICA EIRELI;10347990000192
14950;SUPER HD VÍDEO EIRELI-ME;08419700000127
14953;SARDINHA FILMES LTDA;07754073000118
14954;CENTRAL DO BRASIL PRODUÇÕES LTDA;09122827000142
14956;VISTA MULTIMÍDIA PRODUÇÃO DE VÍDEO E COMUNICAÇÃO DIGITAL LTDA.;08804127000175
1496;SOUL FILMES LTDA - ME;04098427000125
14960;FUNDIÇÃO 96 PRODUÇÕES CINEMATOGRÁFICAS LTDA.;09603138000150
14967;ESTÚDIOS DE GRAVAÇÕES GUIDON LTDA;50597343000153
14975;MONO ENTRETENIMENTO LTDA.;10370412000177
14979;IT VIDEO PRODUTORA LTDA ME;07617268000116
14986;GUARUJÁ PRODUÇÕES LTDA;92554294000111
15;MEIOS DE PRODUÇÃO E COMUNICAÇÃO LTDA;27920016000179
15000;PA PRODUTORES ASSOCIADOS LTDA;54836861000133
15001;SET PRODUÇÕES ARTÍSTICAS LTDA ME;03844448000180
15004;REALEJO FILMES E PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICA LTDA;10476872000184
15006;TOURNÉ PRODUÇÃO AUDIOVISUAL LTDA. ME;09460832000165
1502;FUNDAÇÃO PADRE URBANO THIESEN;93849792000154
15037;GN PRODUÇÕES CINEMATOGRAFICAS LTDA;04921331000115
15038;FAMIGLIA FILMES SOCIEDADE SIMPLES LTDA - ME;10237895000136
1504;SERTANEJA DE CINEMA LTDA-ME;73569485000102
15045;C.S. PRODUÇÃO DE VIDEO LTDA.;09235930000107
15048;ARAMA COMUNICAÇÕES VIDEOJORNALISMO LTDA;97477053000130
1506;RENATO CESAR DE ARRUDA CASTANHO - ME;03228054000105
15062;PADUA E SAAD ESTUDIO LTDA - EPP;10355342000188
15065;UMIHARU PRODUÇÕES CULTURAIS E CINEMATOGRAFICAS LTDA;10385520000113
15066;ARTEFÍCIO FILMES LTDA.;10355128000121
15069;MOMMENTO FILMES E COMUNICAÇÃO EIRELI;08722981000192
15082;LOURENÇO ANDREAZZA JUNIOR ME;07710533000106
15083;ARISSAS MULTIMIDIA LTDA;09505106000111
15084;PRAIA PRODUÇÕES DE FILMES PARA PUBLICIDADE LTDA;10585355000143
15087;LEONARDO DOS GUIMARÃES BITTENCOURT PRODUÇÕES FOTOGRÁFICAS E AUDIOVISUAIS;09604634000128
15088;MARREVOLTO PRODUCOES LTDA - ME;08254467000170
15091;LAPILAR PRODUCÕES ARTISTICAS LTDA;08408195000115
1510;PALOMA ROCHA PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICA LTDA;05752246000133
15100;QUERO FILMES LTDA - ME;09350378000190
15121;J.D.CAMILLO EMPRESA CINEMATOGRAFICA;10626318000136
15132;KARMATIQUE IMAGENS LTDA;07311501000138
15134;LUMIAR COMUNICAÇÃO E CONSULTORIA LTDA;02395784000120
15135;THÓ PRODUÇÕES CINEMATOGRÁFICASLTDA;81634883000193
1514;LMC PRODUÇÕES ARTÍSTICAS LTDA;01651043000108
15140;SIMONE CAETANO DE ALMEIDA NEVES;08960348000132
15146;PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA;10510690000182
1515;RODRIGO S. PIOVEZAN-ME;04272715000154
15161;KAIAPÓ PRODUÇÕES ARTÍSTICAS, FONOGRÁFICAS E PUBLICIDADE S/S LTDA;03051383000115
15189;FERNANDO DIAS GOMES - ME;10600950000100
15194;CANAL 25 PRODUCAO E VEICULACAO EIRELI;09001159000103
15200;PARANOID BRASIL LTDA;10207497000177
15202;TOKYO FILMES LTDA;10468552000182
15206;ELASTICA PRODUCOES CINEMATOGRAFICAS LTDA ME;09163961000191
15209;CARAPUÇA FILMES LTDA.;10373657000158
15223;FUBÁ FILMES LTDA;10503368000126
15224;LOOKMADE PRODUÇÕES VISUAIS LTDA - EPP;10585225000100
15234;ASSOCIAÇÃO IMAGEM COMUNITÁRIA - GRUPO DE PESQUISA E EXPERIMENTAÇÃO EM MÍDIAS DE ACESSO PÚBLICO;02291981000107
15239;C. F. KNOLL PRODUCOES;06927649000139
1525;LUZ & FILMES LTDA;04083723000152
15250;PORTO CASTRO COMUNICAÇÃO LTDA;09653001000100
15253;MWM FACTUAL PRODUCOES EIRELI;08675649000114
15267;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;10615584000163
15271;CONTEÚDOS DIVERSOS PRODUÇÕES LTDA.;09461800000184
15277;A.M.C. PIANTA - ME;08236524000198
15283;SHERINGTON MENACIR DE OLIVEIRA BIRCK;08882084000146
15297;ZUPER FILMES LTDA;08257599000155
1530;SINGLE FILMES E PRODUÇÕES LTDA;03672973000165
15303;ARLINDO RECH JUNIOR;09485440000150
15311;GRUPO MIDIA PUBLICIDADES E EVENTOS LTDA - ME;10366686000192
15313;HTV PRODUCOES EIRELI;10673116000145
15316;UIDU PRODUCOES DE EVENTOS E SERVICOS DE FOTOGRAFIA LTDA;07507364000101
15329;GUIRRAV AUDIOVISUAL & LIGHTING LTDA - ME;10439890000196
1533;UM FILMES LTDA;02231569000193
15354;AUTO+ ENTRETENIMENTO LTDA;09290326000175
15355;LINHA DE PRODUÇÃO CINEMA E TELEVISÃO LTDA;07822394000102
15358;PIGMENTO CINEMATOGRAFICO LTDA;10679333000142
1536;USYNA PRESS VÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;80434566000160
15363;OLHO FILMES PRODUCOES EIRELI - ME;07206747000140
15368;LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA;09416289000107
15369;V! PRODUÇÃO AUDIOVISUAL LTDA ME;10574277000181
15370;PERDIDAS ILUSÕES LTDA;10485031000133
15375;AURIUMSOFT TECNOLOGIA E VIDEO LTDA;07339067000102
15391;WABA WABA MEDIA LTDA;04718116000111
15392;ZIPMÍDIA - SERVIÇOS DE PRODUÇÃO AUDIOVISUAL LTDA;07473162000196
15393;MZ 3 PRODUÇÕES E COMUNICAÇÕES LTDA;08467312000111
15397;SUPER CAMERA CINEMATOGRAFICA LTDA.;10772357000141
15405;DEPARTAMENTO FICCIONAL ENTRETENIMENTO LTDA ME;07053805000142
15407;ARTIFACTS PRODUÇÕES LTDA - ME;10537757000172
15412;UNIVERSO CINEMA, ARTES E COMUNICACAO LTDA;08191668000175
15421;ROCKENBACH & RODRIGUES LTDA;10667882000105
1543;O ALTO COMANDO CINEMA E COMUNICAÇÃO LTDA;02193071000183
1544;BROKOLIS DO BRASIL EDIÇÃO E FINALIZAÇÃO LTDA.;05656299000150
15442;DESTILARIA PRODUÇÃO AUDIOVISUAL LTDA;10684557000142
15452;QAQ - PRODUÇÕES DE FILMES E VIDEOS LTDA - ME;07906421000125
15453;BERNY FILMES PROJETOS ARTÍSTICOS E CULTURAIS LTDA - ME;07125823000192
1547;PLUG IN PRODUÇÕES LTDA. - ME;03166991000175
15475;UAU! DIGITAL COMUNICAÇÂO LTDA;10202058000171
15489;NQDR COMUNICAÇÃO LTDA;10588486000184
155;OFICINA DE IMAGENS EIRELI - EPP;00198672000153
15508;ALKAPARRA PRODUÇÕES ARTÍSTICAS LTDA-ME;10755476000196
15514;MAMUTE FILMES LTDA-M.E.;02028727000102
15524;BRUNA EPIPHÂNIO COMUNICAÇÃO E EDUCAÇÃO LTDA;10266017000149
15528;AUTOR IN PRODUÇÕES LTDA - ME;10775452000107
15529;ABAQUAR PRODUÇÃO CULTURAL LTDA;10781269000106
1553;WG7 AGENCIAMENTO E PRODUÇÕES LTDA. ME;04952911000170
15539;ILLUMINATI PRODUÇÕES CINEMATOGRAFICAS LTDA;10338221000128
15543;US ONE COMERCIO E SERVICOS DE CRIACAO E PRODUCAO DE OBRAS COM DIRETOS AUTORAIS LTDA.;10552344000167
1555;TVI TELEVISÃO E CINEMA LTDA - EPP;81321978000157
15550;IN OUT VÍDEO E PRODUÇÕES LTDA ME;00644079000193
15551;FAZENDA URBANA DIGITAL PRODUÇÕES LTDA - ME;10809086000151
15560;ESTUDIO 9 LTDA - ME;06065671000117
1557;ARTES BRASIL PRODUÇÕES ARTÍSTICAS LTDA;00614991000100
15571;LEONARDO COSTA RIBEIRO DE OLIVEIRA - LO2 CINEMA E VIDEO;08976958000124
15575;MADALHANO & NUNES LTDA;08932076000167
15576;ROB DIGITAL LTDA;02516931000172
15582;SUPERLIGA 66 SERVIÇOS LTDA;09364323000139
15584;MAB FERNANDES & CIA LTDA;10355491000147
15587;NÚCLEO ZERO PUBLICIDADE LTDA;05760527000138
15595;DANIELA DE OLIVEIRA CYRINO GUARIBA - ME;09536701000114
1560;SARAU AGENCIA DE CULTURA BRASILEIRA EIRELI;00185247000120
15604;PIABANHA PRODUÇÕES ARTÍSTICAS LTDA;08872630000168
1562;CIPÓ COMUNICAÇÃO INTERATIVA;03083873000101
15631;W DIGITAL PRODUÇÕES LTDA;09547879000160
15632;GIROSCÓPIO FILMES LTDA - ME;09384469000146
15641;FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.;09369796000129
15642;A PRODUTORA PRODUCAO DE AUDIO E VIDEO LTDA;09466092000174
15657;NUCLEO DE PRODUCAO AUDIOVISUAL EIRELI;09084264000145
15661;UNFINISHED BUSINESS PRODUÇÕES ARTÍSTICAS, CINEMATOGRÁFICAS E AUDIOVISUAIS LTDA.;07953592000105
15688;CINEMA EM DIA LTDA;10376313000100
1569;VSRM ARTES GRAFICAS LTDA;05855758000125
15693;INFRAVERMELHO FILMES LTDA;10721680000196
15694;RENATO MAGALHÃES;10805748000115
15699;Z10-PRODUCAO E COMUNICACAO LTDA;09254829000195
157;24 VPS - FILMES LTDA. ME.;02919018000117
15711;BUENA ESTUDIOS PRODUÇÃO E ENTRETENIMENTO LTDA;08940950000108
1572;WALPER RUAS PRODUÇÕES LTDA;05456798000102
15735;ICHIBAN FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME;10666324000117
15743;CRIATIVA AUDIOVISUAL LTDA;09942944000152
15745;ANDRE DOS SANTOS CANTO DE OLIVEIRA;72909815000107
1575;TRES MUNDOS CINE Y VIDEO LTDA.;01713311000160
1577;TATU FILMES LTDA;47095641000130
15770;53 DIGITAL PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME;10786834000128
15775;F5 CREATIVE FILMS LTDA ME;10927293000100
1578;CINE CINEMATOGRÁFICA LTDA;00445787000103
15781;TAKE FILMAGENS E EDIÇÃO LTDA.;09438989000194
15785;ZOLA FILMES LTDA;10874608000107
15788;RAFAELA DORNAS PRODUÇÕES E AUDIO VISUAL LTDA - ME;06176342000143
1579;COALA PRODUÇÕES AUDIOVISUAIS LTDA;03746956000125
15791;FAISSOL ARTES VISUAIS LTDA;09616650000130
15792;TOUAREG AGÊNCIA DE CONTEÚDO LTDA.;10594236000157
158;VIDEOGRAPHICA SERVIÇOS E PARTICIPAÇÕES LTDA;61372843000103
1580;JORGE ROBERTO BODANZKY;31513492000142
15800;CANDEIA PRODUÇÕES AUDIOVISUAIS LTDA ME;10855734000106
15803;JANEIRO FILMES LTDA;10459299000109
15806;CLAUDIO DE CARVALHO MONTEIRO - ME;10729657000148
15807;BLÁBLÁ FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA;10875081000127
15808;BETA-MOV PRODUÇÕES DE VÍDEO E CINEMA LTDA;09432165000107
1581;MATRIZ PRODUÇÕES LTDA;04109692000161
15818;LONGPLAY PRODUÇÕES AUDIOVISUAIS LTDA;10955437000132
15819;MANAXICA PRODUÇÕES LTDA;02886632000120
15822;DELEDELA PRODUÇÕES ARTÍSTICAS LTDA.;05737647000114
15829;IT FILMES, COMUNICAÇÃO E ENTRETENIMENTO LTDA;10957732000128
15847;MGIL COMUNICAÇÃO & MARKETING - ME;10218809000148
15854;GILNEI WELFER DOS SANTOS;10922699000109
15863;POP ART PRODUÇÕES CULTURAIS LTDA;97346126000154
15866;BROTHERS F.D.M. FILMES LTDA - ME;10764243000150
1587;GROIA FILMES CINEMATOGRÁFICA LTDA.;03080601000140
15871;ODUN PRODUÇÃO DE BENS CULTURAIS LTDA;10473332000147
15879;WA FINALIZAÇÕES PRODUÇÕES DE FILMES PARA PUBLICIDADE LTDA;10951098000116
15887;TBI SERVIÇOS FOTOGRAFICOS E PRODUÇOES LTDA;03172130000108
15892;OLÉ PRODUÇÕES LTDA;09019897000170
15896;KOMODO PRODUÇÃO AUDIOVISUAL LTDA-ME;09414025000106
15900;ESTAÇÃO LUMIÉRE CRIAÇÃO, PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;61258695000109
15907;USINA DE FILMES LTDA;10229491000109
1591;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;00975333000136
